issue_id,report_id,issue_date,issue_type,severity,source_system,assigned_analyst_id,resolution_hours,issue_status,root_cause
DQI01104,RPT0089,2025-12-12,Duplicate Records,Critical,ERP,A015,18,Under Investigation,Mapping Issue
DQI01105,RPT0044,2024-11-19,Missing Data,Low,Core Banking,A025,4,Under Investigation,Source System
DQI01106,RPT0096,2025-03-27,Data Mismatch,Low,Risk System,A006,4,Under Investigation,Unknown
DQI01107,RPT0046,2024-11-16,Null Values,Low,HR System,A011,54,Under Investigation,Transformation Logic
DQI01108,RPT0076,2026-04-21,Invalid Format,High,Core Banking,A013,69,Under Investigation,Database Issue
DQI01109,RPT0080,2024-11-10,Incorrect Values,High,Client Database,A007,113,Resolved,Unknown
DQI01110,RPT0025,2025-09-10,Incorrect Values,Medium,Client Database,A003,47,Under Investigation,Source System
DQI01111,RPT0072,2025-01-21,Delayed Data,Low,Data Warehouse,A014,39,Resolved,Unknown
DQI01112,RPT0094,2025-12-06,Incorrect Values,Low,HR System,A008,30,Under Investigation,Unknown
DQI01113,RPT0099,2025-01-22,Duplicate Records,High,HR System,A021,50,Resolved,Database Issue
DQI01114,RPT0043,2026-04-16,Missing Data,Critical,Data Warehouse,A011,67,Resolved,Unknown
DQI01115,RPT0051,2025-03-12,Incorrect Values,Medium,Risk System,A007,58,Resolved,Database Issue
DQI01116,RPT0024,2026-05-27,Invalid Format,Medium,HR System,A019,34,Resolved,Source System
DQI01117,RPT0083,2025-09-30,Delayed Data,Low,Data Warehouse,A018,23,Open,Transformation Logic
DQI01118,RPT0093,2025-01-23,Incorrect Values,High,HR System,A003,53,Open,Source System
DQI01119,RPT0097,2025-05-25,Duplicate Records,High,Risk System,A014,16,Open,Mapping Issue
DQI01120,RPT0120,2026-02-17,Null Values,Medium,Client Database,A014,68,Resolved,Source System
DQI01121,RPT0041,2025-07-04,Data Mismatch,Low,Client Database,A020,113,Open,Database Issue
DQI01122,RPT0017,2025-04-06,Invalid Format,Medium,HR System,A012,41,Open,Data Entry
DQI01123,RPT0028,2024-12-22,Null Values,Medium,Client Database,A011,75,Open,Unknown
DQI01124,RPT0085,2024-09-19,Missing Data,Medium,Core Banking,A024,82,Open,Unknown
DQI01125,RPT0113,2025-10-19,Invalid Format,Low,Client Database,A018,31,Open,Transformation Logic
DQI01126,RPT0033,2025-09-09,Duplicate Records,Medium,Data Warehouse,A013,97,Under Investigation,Source System
DQI01127,RPT0078,2026-07-28,Incorrect Values,Medium,Client Database,A013,39,Resolved,Transformation Logic
DQI01128,RPT0043,2025-01-28,Data Mismatch,Medium,ERP,A006,103,Under Investigation,Database Issue
DQI01129,RPT0010,2026-02-05,Duplicate Records,Medium,Core Banking,A022,112,Resolved,Source System
DQI01130,RPT0077,2026-08-14,Data Mismatch,Medium,Risk System,A004,116,Under Investigation,Source System
DQI01131,RPT0090,2025-08-28,Invalid Format,High,Data Warehouse,A017,69,Open,Source System
DQI01132,RPT0091,2025-05-03,Missing Data,Low,Risk System,A021,67,Resolved,Transformation Logic
DQI01133,RPT0041,2025-02-18,Incorrect Values,High,CRM,A006,105,Under Investigation,Database Issue
DQI01134,RPT0033,2024-08-22,Invalid Format,Low,Core Banking,A009,97,Resolved,Database Issue
DQI01135,RPT0072,2024-08-29,Null Values,Low,Client Database,A004,65,Open,Unknown
DQI01136,RPT0019,2026-01-23,Invalid Format,Medium,Core Banking,A001,41,Open,Data Entry
DQI01137,RPT0006,2024-10-28,Null Values,Low,Risk System,A007,19,Under Investigation,Data Entry
DQI01138,RPT0092,2026-07-25,Missing Data,High,Risk System,A002,85,Open,Database Issue
DQI01139,RPT0043,2024-11-13,Data Mismatch,Medium,Core Banking,A001,112,Resolved,Data Entry
DQI01140,RPT0062,2026-05-30,Invalid Format,Low,Risk System,A021,42,Under Investigation,Mapping Issue
DQI01141,RPT0051,2025-11-08,Invalid Format,Medium,Risk System,A015,30,Resolved,Transformation Logic
DQI01142,RPT0024,2026-01-21,Missing Data,Critical,Core Banking,A016,36,Open,Source System
DQI01143,RPT0012,2025-09-07,Null Values,Critical,Risk System,A014,108,Under Investigation,Transformation Logic
DQI01144,RPT0054,2024-12-13,Incorrect Values,Low,HR System,A003,57,Under Investigation,Data Entry
DQI01145,RPT0102,2024-10-28,Null Values,Medium,HR System,A006,103,Under Investigation,Data Entry
DQI01146,RPT0070,2026-04-17,Data Mismatch,Medium,Core Banking,A003,40,Open,Database Issue
DQI01147,RPT0047,2025-09-21,Data Mismatch,Low,HR System,A016,89,Open,Transformation Logic
DQI01148,RPT0034,2024-10-17,Data Mismatch,Low,Risk System,A013,10,Resolved,Source System
DQI01149,RPT0012,2026-03-05,Incorrect Values,Medium,Client Database,A013,100,Open,Source System
DQI01150,RPT0106,2026-03-05,Missing Data,High,HR System,A019,9,Resolved,Data Entry
DQI01151,RPT0026,2024-11-06,Delayed Data,Medium,Risk System,A022,103,Open,Database Issue
DQI01152,RPT0017,2026-07-23,Data Mismatch,Medium,Data Warehouse,A017,108,Resolved,Unknown
DQI01153,RPT0062,2025-03-06,Delayed Data,High,Data Warehouse,A013,62,Open,Data Entry
DQI01154,RPT0061,2026-01-02,Duplicate Records,Low,Risk System,A004,40,Open,Data Entry
DQI01155,RPT0035,2025-02-15,Duplicate Records,Low,HR System,A001,59,Resolved,Database Issue
DQI01156,RPT0105,2025-08-09,Duplicate Records,Medium,Core Banking,A021,55,Open,Data Entry
DQI01157,RPT0086,2025-04-06,Duplicate Records,Low,Data Warehouse,A016,118,Open,Mapping Issue
DQI01158,RPT0033,2025-03-13,Incorrect Values,Low,Core Banking,A022,99,Open,Source System
DQI01159,RPT0082,2025-08-15,Incorrect Values,Low,Client Database,A025,76,Under Investigation,Transformation Logic
DQI01160,RPT0046,2024-09-27,Incorrect Values,Medium,Core Banking,A008,81,Open,Unknown
DQI01161,RPT0088,2024-11-05,Duplicate Records,Low,CRM,A019,25,Open,Mapping Issue
DQI01162,RPT0034,2026-05-13,Incorrect Values,Low,Data Warehouse,A013,115,Open,Database Issue
DQI01163,RPT0079,2025-01-02,Invalid Format,High,HR System,A025,27,Under Investigation,Source System
DQI01164,RPT0084,2026-06-29,Delayed Data,Low,Data Warehouse,A013,95,Under Investigation,Database Issue
DQI01165,RPT0035,2024-09-19,Data Mismatch,Low,Risk System,A008,9,Under Investigation,Database Issue
DQI01166,RPT0111,2026-06-12,Invalid Format,Low,Risk System,A017,20,Open,Source System
DQI01167,RPT0089,2025-04-02,Incorrect Values,High,Client Database,A008,100,Open,Unknown
DQI01168,RPT0029,2025-05-26,Null Values,Critical,CRM,A005,36,Under Investigation,Database Issue
DQI01169,RPT0092,2026-05-04,Data Mismatch,Medium,ERP,A018,117,Open,Data Entry
DQI01170,RPT0103,2026-01-27,Null Values,Low,Core Banking,A002,24,Resolved,Database Issue
DQI01171,RPT0105,2025-04-19,Null Values,High,Client Database,A025,35,Resolved,Data Entry
DQI01172,RPT0050,2025-07-16,Delayed Data,Medium,HR System,A024,69,Under Investigation,Database Issue
DQI01173,RPT0080,2026-03-16,Delayed Data,Medium,CRM,A018,83,Under Investigation,Mapping Issue
DQI01174,RPT0085,2024-11-18,Null Values,Medium,ERP,A016,34,Resolved,Data Entry
DQI01175,RPT0015,2024-11-01,Data Mismatch,Medium,Core Banking,A015,15,Under Investigation,Mapping Issue
DQI01176,RPT0011,2026-06-12,Null Values,Low,Core Banking,A014,70,Resolved,Mapping Issue
DQI01177,RPT0028,2026-03-31,Invalid Format,Low,Data Warehouse,A016,64,Resolved,Transformation Logic
DQI01178,RPT0026,2026-07-12,Invalid Format,Medium,CRM,A010,65,Resolved,Unknown
DQI01179,RPT0010,2024-09-24,Duplicate Records,Medium,Client Database,A023,117,Resolved,Mapping Issue
DQI01180,RPT0092,2024-08-27,Null Values,Medium,CRM,A014,101,Resolved,Data Entry
DQI01181,RPT0080,2026-06-12,Invalid Format,Medium,HR System,A018,52,Under Investigation,Unknown
DQI01182,RPT0062,2024-12-05,Invalid Format,Medium,Data Warehouse,A006,57,Under Investigation,Source System
DQI01183,RPT0060,2026-01-17,Duplicate Records,Medium,Client Database,A021,41,Under Investigation,Transformation Logic
DQI01184,RPT0084,2026-01-04,Data Mismatch,Low,Client Database,A014,53,Open,Source System
DQI01185,RPT0051,2024-12-30,Data Mismatch,Critical,Risk System,A015,15,Resolved,Unknown
DQI01186,RPT0046,2025-05-02,Invalid Format,Low,Data Warehouse,A020,75,Resolved,Data Entry
DQI01187,RPT0023,2025-05-24,Incorrect Values,Medium,ERP,A011,90,Resolved,Database Issue
DQI01188,RPT0080,2026-07-15,Missing Data,Medium,ERP,A010,102,Resolved,Transformation Logic
DQI01189,RPT0044,2025-07-25,Duplicate Records,High,Core Banking,A005,34,Open,Mapping Issue
DQI01190,RPT0013,2025-12-15,Null Values,High,CRM,A012,98,Open,Database Issue
DQI01191,RPT0009,2025-03-16,Null Values,Critical,Client Database,A004,25,Under Investigation,Data Entry
DQI01192,RPT0078,2026-07-03,Missing Data,Low,CRM,A015,102,Resolved,Mapping Issue
DQI01193,RPT0086,2026-03-12,Invalid Format,Medium,Client Database,A007,56,Resolved,Transformation Logic
DQI01194,RPT0116,2024-10-31,Null Values,Low,Risk System,A010,52,Open,Transformation Logic
DQI01195,RPT0114,2025-06-05,Duplicate Records,Medium,Core Banking,A006,53,Open,Data Entry
DQI01196,RPT0047,2026-05-15,Null Values,Critical,ERP,A008,30,Under Investigation,Unknown
DQI01197,RPT0094,2025-05-13,Duplicate Records,Medium,CRM,A002,106,Resolved,Transformation Logic
DQI01198,RPT0052,2025-01-09,Incorrect Values,Low,Data Warehouse,A011,91,Under Investigation,Source System
DQI01199,RPT0078,2024-11-16,Delayed Data,Low,Core Banking,A019,87,Open,Mapping Issue
DQI01200,RPT0104,2025-06-27,Missing Data,Low,Data Warehouse,A001,91,Open,Mapping Issue
