request_id,report_id,analyst_id,request_date,completion_date,request_type,priority,status,resolution_hours,sla_hours,sla_status,sql_execution_time_seconds,change_requests,requester_department
REQ000222,RPT0052,A018,2025-04-11,2025-04-23,Report Issue,Low,Completed,288,120,Breached,0.9,0,Legal
REQ000223,RPT0077,A021,2025-08-11,2025-08-12,Report Issue,Medium,Completed,35,72,Within SLA,5.37,2,Operations
REQ000224,RPT0073,A021,2025-04-23,2025-04-24,New Report,High,In Progress,30,48,Within SLA,1.07,1,Technology
REQ000225,RPT0067,A018,2026-08-12,2026-08-12,Data Correction,Critical,Completed,4,24,Within SLA,2.39,0,Compliance
REQ000226,RPT0045,A001,2026-03-27,2026-03-30,Access Request,Medium,Completed,55,72,Within SLA,7.12,0,Client Services
REQ000227,RPT0040,A011,2026-08-17,2026-08-20,New Report,Medium,Pending,68,72,Within SLA,3.47,0,Client Services
REQ000228,RPT0041,A003,2024-10-16,2024-10-17,Change Request,Medium,Completed,18,72,Within SLA,1.56,1,Sales
REQ000229,RPT0022,A024,2024-08-28,2024-08-29,New Report,High,Completed,29,48,Within SLA,2.01,1,Compliance
REQ000230,RPT0103,A013,2025-08-11,2025-08-15,Report Enhancement,Low,Completed,95,120,Within SLA,5.34,0,Risk
REQ000231,RPT0058,A019,2025-12-16,2025-12-17,Change Request,Medium,Completed,13,72,Within SLA,1.99,2,Technology
REQ000232,RPT0009,A019,2025-11-01,2025-11-03,Access Request,Low,Completed,59,120,Within SLA,3.86,2,Operations
REQ000233,RPT0068,A021,2024-11-06,2024-11-20,Report Enhancement,Low,Completed,328,120,Breached,3.43,2,Human Resources
REQ000234,RPT0080,A006,2024-10-16,2024-10-17,Report Enhancement,Medium,Completed,19,72,Within SLA,2.1,2,Sales
REQ000235,RPT0048,A023,2025-10-12,2025-10-16,Report Enhancement,Medium,In Progress,96,72,Breached,14.89,0,Risk
REQ000236,RPT0082,A018,2025-02-02,2025-02-04,Report Enhancement,Medium,Completed,48,72,Within SLA,5.17,0,Risk
REQ000237,RPT0007,A012,2025-09-17,2025-09-19,Report Enhancement,Low,Completed,47,120,Within SLA,0.8,0,Finance
REQ000238,RPT0088,A016,2025-03-14,2025-03-18,Access Request,Low,Pending,95,120,Within SLA,3.78,0,Technology
REQ000239,RPT0029,A010,2024-12-01,2024-12-02,Report Issue,High,Completed,13,48,Within SLA,2.09,1,Finance
REQ000240,RPT0064,A018,2026-08-15,2026-08-19,Data Correction,Low,Completed,82,120,Within SLA,6.03,1,Legal
REQ000241,RPT0106,A025,2025-05-19,2025-05-21,New Report,Medium,Completed,46,72,Within SLA,1.91,0,Finance
REQ000242,RPT0039,A002,2026-07-06,2026-07-12,Report Issue,Medium,Completed,156,72,Breached,3.06,1,Client Services
REQ000243,RPT0104,A008,2024-10-13,2024-10-15,Data Correction,Medium,Pending,40,72,Within SLA,4.73,0,Compliance
REQ000244,RPT0079,A005,2026-07-04,2026-07-07,Report Issue,Medium,Completed,57,72,Within SLA,6.09,0,Compliance
REQ000245,RPT0042,A023,2025-02-26,2025-02-28,Change Request,High,Completed,42,48,Within SLA,1.43,0,Sales
REQ000246,RPT0013,A005,2025-06-04,2025-06-05,Data Correction,Medium,Cancelled,44,72,Within SLA,2.63,1,Technology
REQ000247,RPT0019,A023,2025-03-30,2025-03-30,New Report,Critical,Pending,6,24,Within SLA,2.38,0,Human Resources
REQ000248,RPT0054,A013,2024-12-21,2024-12-28,Change Request,High,In Progress,156,48,Breached,2.1,0,Client Services
REQ000249,RPT0089,A012,2025-07-27,2025-07-28,New Report,Medium,Pending,17,72,Within SLA,11.43,1,Client Services
REQ000250,RPT0059,A021,2026-05-30,2026-06-02,Access Request,Medium,Completed,61,72,Within SLA,4.41,0,Human Resources
REQ000251,RPT0042,A010,2025-10-16,2025-10-18,New Report,High,Completed,35,48,Within SLA,1.37,0,Human Resources
REQ000252,RPT0098,A002,2026-02-18,2026-02-20,Report Enhancement,Medium,Completed,43,72,Within SLA,6.31,2,Finance
REQ000253,RPT0001,A014,2025-04-12,2025-04-14,New Report,Medium,Pending,26,72,Within SLA,14.67,0,Compliance
REQ000254,RPT0036,A003,2025-12-09,2025-12-10,Report Issue,High,Pending,27,48,Within SLA,6.84,3,Human Resources
REQ000255,RPT0040,A024,2026-05-09,2026-05-14,Data Correction,Low,In Progress,107,120,Within SLA,1.15,0,Compliance
REQ000256,RPT0076,A008,2026-01-10,2026-01-11,Access Request,Medium,In Progress,12,72,Within SLA,2.37,0,Legal
REQ000257,RPT0055,A023,2025-10-05,2025-10-07,Report Issue,Medium,Completed,33,72,Within SLA,8.06,4,Risk
REQ000258,RPT0048,A010,2024-08-27,2024-08-31,Access Request,Low,Completed,117,120,Within SLA,2.02,0,Risk
REQ000259,RPT0009,A017,2026-01-21,2026-01-22,Access Request,High,In Progress,16,48,Within SLA,4.53,1,Finance
REQ000260,RPT0118,A014,2026-05-17,2026-05-20,Report Enhancement,Medium,Completed,58,72,Within SLA,5.71,1,Client Services
REQ000261,RPT0055,A011,2025-10-25,2025-11-14,Change Request,Low,Completed,480,120,Breached,1.74,0,Risk
REQ000262,RPT0037,A025,2025-04-10,2025-04-12,Change Request,Medium,Completed,47,72,Within SLA,3.18,1,Finance
REQ000263,RPT0038,A021,2026-08-14,2026-08-16,Report Issue,High,Completed,46,48,Within SLA,0.5,1,Finance
REQ000264,RPT0114,A001,2026-01-18,2026-01-20,Change Request,Medium,Completed,43,72,Within SLA,1.62,0,Human Resources
REQ000265,RPT0023,A025,2024-11-09,2024-11-13,Data Correction,Low,Pending,96,120,Within SLA,2.78,0,Client Services
REQ000266,RPT0102,A013,2026-08-20,2026-08-22,New Report,Low,Completed,57,120,Within SLA,1.39,3,Legal
REQ000267,RPT0082,A018,2026-07-04,2026-07-05,Data Correction,Medium,Completed,38,72,Within SLA,10.41,0,Legal
REQ000268,RPT0104,A005,2024-12-03,2024-12-04,Report Enhancement,Low,Completed,34,120,Within SLA,1.22,0,Legal
REQ000269,RPT0040,A023,2025-03-14,2025-03-17,Data Correction,Medium,Completed,65,72,Within SLA,2.44,1,Technology
REQ000270,RPT0079,A020,2024-11-18,2024-11-19,Report Issue,Critical,Completed,27,24,Breached,3.64,0,Finance
REQ000271,RPT0002,A006,2026-07-13,2026-07-16,Data Correction,Medium,In Progress,92,72,Breached,9.11,0,Client Services
REQ000272,RPT0096,A025,2024-11-12,2024-11-14,Data Correction,Medium,In Progress,58,72,Within SLA,1.22,0,Sales
REQ000273,RPT0068,A003,2026-03-20,2026-03-21,Report Issue,High,In Progress,9,48,Within SLA,7.49,0,Sales
REQ000274,RPT0064,A019,2025-10-24,2025-10-25,Report Issue,Critical,Completed,17,24,Within SLA,3.34,0,Risk
REQ000275,RPT0095,A017,2024-12-19,2024-12-23,Data Correction,Low,In Progress,97,120,Within SLA,1.67,0,Finance
REQ000276,RPT0020,A006,2025-03-20,2025-03-20,New Report,High,Completed,10,48,Within SLA,4.59,0,Finance
REQ000277,RPT0118,A024,2025-03-27,2025-03-29,Report Enhancement,High,In Progress,34,48,Within SLA,3.82,0,Human Resources
REQ000278,RPT0023,A008,2025-12-03,2025-12-04,Data Correction,High,Completed,15,48,Within SLA,2.18,2,Legal
REQ000279,RPT0040,A011,2025-01-31,2025-02-01,New Report,Critical,Completed,16,24,Within SLA,3.49,1,Operations
REQ000280,RPT0080,A008,2026-03-01,2026-03-02,Report Enhancement,Medium,Completed,30,72,Within SLA,2.54,0,Client Services
REQ000281,RPT0070,A025,2025-05-14,2025-05-16,Data Correction,Medium,Completed,61,72,Within SLA,3.59,1,Compliance
REQ000282,RPT0089,A001,2025-01-26,2025-01-28,Change Request,Low,Completed,53,120,Within SLA,5.28,1,Human Resources
REQ000283,RPT0054,A016,2026-02-06,2026-02-10,New Report,High,Completed,108,48,Breached,10.08,4,Finance
REQ000284,RPT0090,A012,2025-12-26,2025-12-27,Change Request,High,Completed,22,48,Within SLA,1.4,0,Client Services
REQ000285,RPT0076,A019,2026-06-14,2026-06-16,Report Issue,Low,Completed,41,120,Within SLA,14.78,0,Finance
REQ000286,RPT0103,A013,2025-03-14,2025-03-15,Access Request,Medium,Completed,30,72,Within SLA,0.85,0,Human Resources
REQ000287,RPT0075,A004,2025-09-17,2025-09-20,Data Correction,Medium,Completed,72,72,Within SLA,2.99,1,Risk
REQ000288,RPT0027,A015,2025-09-04,2025-09-13,New Report,Low,Completed,228,120,Breached,5.01,3,Sales
REQ000289,RPT0091,A023,2025-03-04,2025-03-04,Access Request,Medium,Completed,22,72,Within SLA,4.04,0,Finance
REQ000290,RPT0051,A017,2026-07-25,2026-07-25,Change Request,High,Completed,13,48,Within SLA,2.15,3,Finance
REQ000291,RPT0072,A024,2026-07-27,2026-07-30,Report Issue,Medium,Pending,69,72,Within SLA,2.87,2,Legal
REQ000292,RPT0029,A005,2026-06-09,2026-06-12,Change Request,Low,Completed,82,120,Within SLA,2.35,2,Compliance
REQ000293,RPT0105,A003,2024-09-29,2024-10-08,Access Request,Medium,Completed,212,72,Breached,2.2,0,Finance
REQ000294,RPT0060,A002,2024-10-31,2024-11-05,New Report,Low,Completed,120,120,Within SLA,6.02,0,Risk
REQ000295,RPT0046,A007,2025-12-26,2026-01-02,Report Enhancement,Medium,In Progress,172,72,Breached,4.26,0,Risk
REQ000296,RPT0083,A010,2025-07-16,2025-07-16,Data Correction,Medium,Pending,14,72,Within SLA,2.04,1,Client Services
REQ000297,RPT0026,A021,2026-05-27,2026-05-27,Access Request,High,Completed,13,48,Within SLA,6.23,0,Legal
REQ000298,RPT0046,A016,2025-03-23,2025-03-31,Change Request,Medium,Pending,186,72,Breached,4.12,1,Legal
REQ000299,RPT0041,A020,2024-09-24,2024-09-25,Access Request,Medium,Completed,32,72,Within SLA,5.87,0,Compliance
REQ000300,RPT0046,A025,2024-08-23,2024-08-24,New Report,High,In Progress,11,48,Within SLA,5.16,0,Compliance
REQ000301,RPT0095,A002,2025-05-07,2025-05-09,Change Request,Low,In Progress,58,120,Within SLA,1.86,1,Compliance
REQ000302,RPT0023,A006,2026-04-11,2026-04-13,Report Enhancement,High,In Progress,30,48,Within SLA,2.24,4,Compliance
REQ000303,RPT0090,A012,2024-11-30,2024-12-02,Report Enhancement,Medium,In Progress,34,72,Within SLA,5.6,0,Risk
REQ000304,RPT0005,A003,2025-12-28,2025-12-30,Report Enhancement,High,Pending,39,48,Within SLA,5.09,0,Finance
REQ000305,RPT0017,A011,2025-03-12,2025-03-19,Change Request,Medium,Completed,168,72,Breached,3.27,0,Risk
REQ000306,RPT0109,A017,2024-12-24,2024-12-29,Data Correction,Low,Completed,114,120,Within SLA,3.6,1,Human Resources
REQ000307,RPT0042,A005,2026-03-19,2026-03-21,New Report,Medium,Pending,37,72,Within SLA,8.12,0,Risk
REQ000308,RPT0072,A023,2025-07-30,2025-07-31,Report Issue,High,In Progress,39,48,Within SLA,2.19,0,Human Resources
REQ000309,RPT0017,A006,2025-10-23,2025-10-25,Change Request,Medium,Pending,36,72,Within SLA,4.87,1,Finance
REQ000310,RPT0104,A020,2026-02-20,2026-02-27,Report Issue,High,Completed,176,48,Breached,2.88,0,Compliance
REQ000311,RPT0045,A011,2025-07-19,2025-07-20,Report Issue,Medium,Pending,21,72,Within SLA,2.85,0,Risk
REQ000312,RPT0002,A009,2025-10-30,2025-11-01,Report Issue,High,Completed,48,48,Within SLA,7.16,0,Compliance
REQ000313,RPT0057,A024,2024-08-28,2024-09-02,Change Request,Medium,Completed,124,72,Breached,5.92,0,Technology
REQ000314,RPT0107,A016,2024-11-15,2024-11-17,Change Request,High,Completed,32,48,Within SLA,5.87,0,Compliance
REQ000315,RPT0014,A003,2024-10-18,2024-10-19,Change Request,Medium,In Progress,14,72,Within SLA,8.28,0,Human Resources
REQ000316,RPT0012,A011,2026-07-07,2026-07-08,Change Request,High,Completed,12,48,Within SLA,3.37,2,Client Services
REQ000317,RPT0007,A004,2026-02-08,2026-02-10,Report Issue,Low,Pending,45,120,Within SLA,5.35,0,Human Resources
REQ000318,RPT0034,A022,2026-07-24,2026-07-24,Change Request,Critical,Completed,19,24,Within SLA,2.67,1,Sales
REQ000319,RPT0007,A012,2024-12-14,2024-12-18,Data Correction,Low,Completed,97,120,Within SLA,4.17,0,Finance
REQ000320,RPT0004,A007,2025-10-18,2025-10-23,Access Request,Low,Pending,104,120,Within SLA,3.03,0,Risk
REQ000321,RPT0115,A022,2024-09-17,2024-09-26,Report Issue,Medium,Completed,198,72,Breached,3.55,0,Sales
REQ000322,RPT0058,A002,2026-05-31,2026-06-01,New Report,Medium,Completed,35,72,Within SLA,5.04,0,Sales
REQ000323,RPT0090,A022,2025-06-03,2025-06-04,Access Request,Medium,Completed,29,72,Within SLA,1.87,0,Operations
REQ000324,RPT0071,A002,2025-11-16,2025-11-18,New Report,Medium,Pending,38,72,Within SLA,14.36,1,Technology
REQ000325,RPT0031,A016,2025-10-24,2025-10-26,Report Enhancement,Medium,Completed,67,72,Within SLA,1.64,1,Sales
REQ000326,RPT0103,A019,2024-12-14,2024-12-14,New Report,Medium,Pending,14,72,Within SLA,1.42,2,Risk
REQ000327,RPT0017,A002,2025-07-20,2025-07-21,New Report,High,Completed,18,48,Within SLA,7.47,2,Technology
REQ000328,RPT0117,A024,2024-11-27,2024-12-01,New Report,Critical,Completed,88,24,Breached,5.78,0,Operations
REQ000329,RPT0118,A001,2024-09-22,2024-09-23,New Report,Medium,Completed,32,72,Within SLA,5.14,0,Legal
REQ000330,RPT0013,A004,2025-04-17,2025-04-21,Access Request,Low,Completed,96,120,Within SLA,5.15,1,Operations
REQ000331,RPT0074,A020,2025-05-31,2025-06-01,Data Correction,High,Pending,34,48,Within SLA,3.29,1,Client Services
REQ000332,RPT0005,A013,2026-07-20,2026-07-24,New Report,Low,Completed,103,120,Within SLA,1.77,1,Human Resources
REQ000333,RPT0105,A010,2026-08-15,2026-08-18,Report Issue,Low,In Progress,58,120,Within SLA,3.5,0,Sales
REQ000334,RPT0039,A024,2026-05-01,2026-05-01,Data Correction,High,Pending,14,48,Within SLA,2.07,0,Client Services
REQ000335,RPT0106,A014,2026-06-20,2026-06-27,Data Correction,Medium,Completed,159,72,Breached,6.57,0,Client Services
REQ000336,RPT0091,A017,2024-09-20,2024-09-22,Report Enhancement,High,Pending,40,48,Within SLA,3.0,0,Technology
REQ000337,RPT0026,A002,2026-07-20,2026-07-23,Change Request,High,Completed,88,48,Breached,1.86,2,Compliance
REQ000338,RPT0060,A017,2025-05-25,2025-05-28,New Report,Medium,Pending,57,72,Within SLA,2.65,0,Technology
REQ000339,RPT0023,A016,2025-01-31,2025-02-01,Report Issue,High,In Progress,23,48,Within SLA,4.43,1,Legal
REQ000340,RPT0037,A001,2026-02-01,2026-02-02,Data Correction,Medium,Pending,28,72,Within SLA,2.24,1,Technology
REQ000341,RPT0087,A007,2025-03-02,2025-03-04,New Report,Low,Completed,51,120,Within SLA,1.87,1,Sales
REQ000342,RPT0061,A005,2026-01-21,2026-01-23,Report Issue,Medium,Completed,61,72,Within SLA,3.94,1,Risk
REQ000343,RPT0091,A021,2024-11-08,2024-11-10,Report Enhancement,High,Completed,46,48,Within SLA,3.94,0,Sales
REQ000344,RPT0087,A017,2025-05-22,2025-05-24,Access Request,High,Pending,37,48,Within SLA,2.33,0,Technology
REQ000345,RPT0072,A021,2026-04-18,2026-04-23,Report Enhancement,Low,Completed,108,120,Within SLA,2.39,2,Sales
REQ000346,RPT0111,A009,2025-10-29,2025-10-31,Data Correction,Medium,Completed,33,72,Within SLA,3.91,1,Sales
REQ000347,RPT0031,A002,2026-07-08,2026-07-09,Report Issue,High,Pending,27,48,Within SLA,1.2,0,Technology
REQ000348,RPT0034,A014,2026-07-01,2026-07-01,Report Issue,Medium,Completed,13,72,Within SLA,1.24,4,Technology
REQ000349,RPT0092,A008,2025-07-02,2025-07-04,Access Request,High,Completed,44,48,Within SLA,2.01,0,Legal
REQ000350,RPT0108,A022,2025-12-16,2025-12-17,Report Issue,High,Pending,30,48,Within SLA,2.86,2,Legal
REQ000351,RPT0098,A006,2026-03-26,2026-03-28,Change Request,Medium,Completed,59,72,Within SLA,4.13,2,Human Resources
REQ000352,RPT0114,A011,2024-12-19,2024-12-24,Report Issue,Low,Completed,119,120,Within SLA,9.33,0,Human Resources
REQ000353,RPT0075,A019,2026-08-10,2026-08-10,Data Correction,Medium,Completed,19,72,Within SLA,6.05,2,Operations
REQ000354,RPT0112,A005,2026-08-13,2026-08-14,Access Request,High,Completed,32,48,Within SLA,2.97,0,Risk
REQ000355,RPT0041,A023,2025-02-20,2025-02-23,Change Request,Medium,Cancelled,69,72,Within SLA,3.28,0,Risk
REQ000356,RPT0058,A009,2026-06-23,2026-06-24,New Report,Medium,Completed,23,72,Within SLA,1.65,0,Compliance
REQ000357,RPT0079,A014,2024-12-25,2024-12-27,Change Request,Medium,Completed,62,72,Within SLA,3.28,0,Technology
REQ000358,RPT0002,A011,2026-05-04,2026-05-05,Access Request,Medium,Completed,24,72,Within SLA,2.71,1,Legal
REQ000359,RPT0045,A010,2026-05-12,2026-05-17,Change Request,Low,Completed,117,120,Within SLA,4.16,1,Risk
REQ000360,RPT0038,A015,2025-01-05,2025-01-07,New Report,Medium,Completed,44,72,Within SLA,1.86,0,Legal
REQ000361,RPT0116,A016,2026-07-06,2026-07-08,Report Enhancement,Medium,Completed,55,72,Within SLA,4.78,0,Human Resources
REQ000362,RPT0017,A007,2025-07-07,2025-07-13,Change Request,Low,Pending,150,120,Breached,9.71,1,Finance
REQ000363,RPT0113,A021,2024-09-09,2024-09-11,Report Enhancement,Medium,Completed,57,72,Within SLA,3.08,0,Sales
REQ000364,RPT0003,A002,2025-01-07,2025-01-07,Report Enhancement,Medium,Completed,15,72,Within SLA,4.4,1,Operations
REQ000365,RPT0089,A022,2026-03-16,2026-03-17,Access Request,Medium,Completed,28,72,Within SLA,5.38,0,Finance
REQ000366,RPT0018,A014,2026-08-09,2026-08-10,Data Correction,Medium,Completed,45,72,Within SLA,2.51,1,Operations
REQ000367,RPT0078,A007,2025-05-06,2025-05-06,Report Enhancement,High,Completed,15,48,Within SLA,3.88,0,Sales
REQ000368,RPT0064,A007,2026-04-20,2026-04-21,Report Enhancement,Critical,Completed,15,24,Within SLA,3.35,0,Client Services
REQ000369,RPT0086,A016,2026-08-13,2026-08-15,Data Correction,Low,Completed,35,120,Within SLA,3.56,2,Risk
REQ000370,RPT0059,A010,2025-07-06,2025-07-07,New Report,High,Completed,14,48,Within SLA,1.93,1,Sales
REQ000371,RPT0087,A011,2026-05-06,2026-05-07,Access Request,Low,Pending,29,120,Within SLA,3.38,0,Technology
REQ000372,RPT0022,A011,2026-01-23,2026-01-25,Report Issue,Low,Pending,58,120,Within SLA,4.7,1,Human Resources
REQ000373,RPT0015,A013,2026-06-23,2026-06-23,Access Request,Critical,Completed,4,24,Within SLA,9.17,0,Technology
REQ000374,RPT0114,A006,2026-03-14,2026-03-17,Access Request,Medium,Completed,66,72,Within SLA,6.5,0,Operations
REQ000375,RPT0117,A019,2026-05-12,2026-05-15,Change Request,Medium,Completed,72,72,Within SLA,14.99,0,Client Services
REQ000376,RPT0111,A022,2025-03-01,2025-03-03,Report Enhancement,Medium,Completed,36,72,Within SLA,1.94,1,Risk
REQ000377,RPT0084,A011,2025-03-16,2025-03-17,Access Request,High,Completed,34,48,Within SLA,6.11,0,Finance
REQ000378,RPT0086,A011,2024-12-22,2024-12-24,Report Issue,High,Completed,44,48,Within SLA,3.77,0,Legal
REQ000379,RPT0045,A022,2026-04-24,2026-04-26,Report Enhancement,Medium,Completed,39,72,Within SLA,15.38,0,Technology
REQ000380,RPT0065,A016,2026-02-16,2026-02-24,Change Request,High,Completed,188,48,Breached,1.89,3,Client Services
REQ000381,RPT0065,A008,2024-11-12,2024-11-15,Change Request,Low,Completed,54,120,Within SLA,1.84,0,Legal
REQ000382,RPT0058,A003,2025-06-14,2025-06-14,Report Issue,Medium,Pending,17,72,Within SLA,2.18,2,Client Services
REQ000383,RPT0053,A002,2026-06-29,2026-07-01,Access Request,Medium,Cancelled,59,72,Within SLA,0.75,0,Legal
REQ000384,RPT0114,A017,2024-09-20,2024-09-24,Report Enhancement,Low,Completed,101,120,Within SLA,2.3,1,Legal
REQ000385,RPT0029,A015,2026-06-18,2026-06-20,Change Request,Medium,Completed,33,72,Within SLA,1.95,0,Human Resources
REQ000386,RPT0098,A022,2025-08-21,2025-08-22,Report Enhancement,High,Completed,31,48,Within SLA,3.69,0,Compliance
REQ000387,RPT0090,A004,2025-02-09,2025-02-12,New Report,Medium,Pending,63,72,Within SLA,4.22,0,Finance
REQ000388,RPT0079,A007,2025-01-23,2025-01-25,Change Request,Medium,Pending,59,72,Within SLA,12.35,0,Compliance
REQ000389,RPT0044,A004,2026-05-17,2026-05-18,New Report,High,Completed,37,48,Within SLA,6.46,0,Technology
REQ000390,RPT0076,A017,2026-08-04,2026-08-10,New Report,High,Pending,135,48,Breached,2.22,0,Risk
REQ000391,RPT0062,A017,2025-08-13,2025-08-17,Access Request,Low,In Progress,94,120,Within SLA,1.77,2,Risk
REQ000392,RPT0113,A011,2025-05-19,2025-05-22,Report Issue,Medium,In Progress,80,72,Breached,4.68,1,Legal
REQ000393,RPT0044,A010,2025-04-15,2025-04-17,Access Request,Medium,Completed,56,72,Within SLA,1.32,0,Client Services
REQ000394,RPT0071,A011,2026-05-20,2026-05-25,Change Request,Low,Completed,119,120,Within SLA,11.97,2,Legal
REQ000395,RPT0087,A005,2026-04-30,2026-05-05,Report Issue,Low,Completed,115,120,Within SLA,7.58,0,Risk
REQ000396,RPT0075,A019,2026-06-28,2026-07-05,Report Enhancement,Medium,Completed,171,72,Breached,2.39,1,Technology
REQ000397,RPT0002,A017,2025-02-13,2025-02-14,Report Issue,High,Pending,26,48,Within SLA,1.0,0,Operations
REQ000398,RPT0021,A010,2025-02-10,2025-02-10,New Report,Medium,Completed,15,72,Within SLA,8.57,1,Sales
REQ000399,RPT0046,A015,2024-09-08,2024-09-09,Change Request,High,In Progress,26,48,Within SLA,3.06,0,Operations
REQ000400,RPT0031,A017,2026-01-15,2026-01-16,Report Enhancement,High,In Progress,22,48,Within SLA,7.9,1,Sales
REQ000401,RPT0088,A011,2025-01-18,2025-01-19,Report Issue,Medium,Pending,36,72,Within SLA,1.09,1,Legal
REQ000402,RPT0057,A008,2025-06-26,2025-06-30,New Report,Low,Completed,103,120,Within SLA,2.18,2,Human Resources
REQ000403,RPT0058,A006,2025-05-02,2025-05-05,Report Enhancement,Medium,Completed,61,72,Within SLA,3.33,0,Operations
REQ000404,RPT0072,A009,2025-03-25,2025-03-25,Change Request,Critical,In Progress,5,24,Within SLA,3.43,0,Risk
REQ000405,RPT0006,A005,2026-06-23,2026-06-24,Change Request,Medium,Completed,33,72,Within SLA,2.42,3,Human Resources
